,smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0.1,E2-PBE0.1,f1-PBE0.1,f2-PBE0.1,E1-CAM,E2-CAM,f1-CAM,f2-CAM,mol_id
516,[H]C#CC([H])([H])OC([H])([H])C([H])([H])[H],0.25674191,0.27025876,0.00618859,0.02161355,0.23561063,0.25770658,0.00160852,0.00724398,0.23561063,0.25770658,0.00160852,0.00724398,0.23095849,0.24985131,0.0004,0.0046,516
21695,[H]N=c1onc([H])nc1F,0.15937979,0.17281244,0.00091164,0.08066414,0.14860218,0.16523304,0.00029482,0.06437038,0.14860218,0.16523304,0.00029482,0.06437038,0.15984119,0.1700281,0.0007,0.0856,21695
18246,[H]C([H])([H])C1([H])OC2([H])C([H])([H])OC([H])([H])C12[H],0.2699997,0.27579396,0.01884759,0.00239688,0.28291757,0.2883793,0.01663942,0.0013583,0.28291757,0.2883793,0.01663942,0.0013583,0.28222747,0.28719598,0.009,0.0215,18246
4902,[H]c1nc(=O)nc([H])c([H])c1[H],0.12324323,0.16447483,0.00066995,0.00050491,0.11606177,0.15570102,2.978e-05,0.0002921,0.11606177,0.15570102,2.978e-05,0.0002921,0.12967734,0.16427316,0.0001,0.0007,4902
20752,[H]C([H])([H])N=c1onnn1C([H])([H])[H],0.18524175,0.21566731,0.06998171,0.00211467,0.18178222,0.1985897,0.05441256,0.00139129,0.18178222,0.1985897,0.05441256,0.00139129,0.19238639,0.21991531,0.0751,0.0035,20752
7568,[H]N([H])C(=O)C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],0.21484448,0.26099618,0.00028647,0.03048627,0.2117446,0.27345781,0.00068771,0.02225653,0.2117446,0.27345781,0.00068771,0.02225653,0.21179739,0.27197441,0.0003,0.0244,7568
14439,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,0.16253022,0.26728178,0.00023005,0.00043738,0.15701335,0.24683822,0.00019772,3.38e-06,0.15701335,0.24683822,0.00019772,3.38e-06,0.15719156,0.26396305,0.0002,0.0001,14439
18672,[H]C1=C2C([H])([H])C3([H])C([H])(C1=O)C23[H],0.12006211,0.16830801,0.00408176,0.1278411,0.12127188,0.15853959,0.00275683,0.09655407,0.12127188,0.15853959,0.00275683,0.09655407,0.13109954,0.15735326,0.0072,0.0975,18672
16536,[H]C1([H])OC2([H])C([H])([H])C2([H])C([H])([H])C1=O,0.1591536,0.25241983,0.00078569,0.00830612,0.15363122,0.23267198,0.00070351,0.00344145,0.15363122,0.23267198,0.00070351,0.00344145,0.1567322,0.25190193,0.0005,0.0038,16536
20773,[H]c1c(C([H])([H])[H])nn([H])c1N([H])C([H])([H])[H],0.20950722,0.233567,0.01197489,0.18705254,0.2202869,0.23587365,0.04367485,0.14717328,0.2202869,0.23587365,0.04367485,0.14717328,0.20761899,0.23041092,0.0137,0.1849,20773
7303,[H]C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.29874668,0.30798755,0.00570265,0.03632906,0.30816303,0.31407137,0.00753339,0.02104225,0.30816303,0.31407137,0.00753339,0.02104225,0.30170829,0.30824967,0.0055,0.0267,7303
12072,[H]N=C1OC([H])([H])C([H])([H])N([H])C1([H])C([H])([H])[H],0.22988324,0.24026522,0.00897339,0.01848965,0.22171683,0.23623417,0.01056973,0.00832412,0.22171683,0.23623417,0.01056973,0.00832412,0.22817656,0.2371728,0.0078,0.0081,12072
6275,[H]N=C(OC1(C([H])([H])[H])C([H])([H])C1([H])[H])C([H])([H])[H],0.24517903,0.28025134,0.00216522,0.09167894,0.23632058,0.2688165,0.00114067,0.026058,0.23632058,0.2688165,0.00114067,0.026058,0.23869422,0.28019156,0.0012,0.0752,6275
13191,[H]OC1([H])C([H])([H])OC1([H])C(=O)C([H])([H])[H],0.15618654,0.22565407,0.00127721,0.00885396,0.14969527,0.19493453,0.00108595,0.00084789,0.14969527,0.19493453,0.00108595,0.00084789,0.15386575,0.220812,0.0005,0.002,13191
14920,[H]C([H])([H])N1C([H])(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])[H],0.23623114,0.25669347,0.01094402,0.01248093,0.24154458,0.26521564,0.00422144,0.07154117,0.24154458,0.26521564,0.00422144,0.07154117,0.2439604,0.26312517,0.0062,0.0099,14920
9147,[H]N1C(=O)C(C#N)(C([H])([H])[H])C1([H])[H],0.22496668,0.26851853,0.00475937,0.0625831,0.21802565,0.26004353,0.00670425,0.01731603,0.21802565,0.26004353,0.00670425,0.01731603,0.21815502,0.26734032,0.0043,0.0106,9147
4343,[H]Oc1nc(C([H])([H])[H])c(C([H])([H])[H])n1[H],0.21655446,0.24194366,0.00056859,0.00179697,0.22676576,0.24081101,0.00201507,0.00240105,0.22676576,0.24081101,0.00201507,0.00240105,0.21211711,0.23326267,0.0008,0.0014,4343
8466,[H]N=C(C#N)N(C([H])=O)C([H])([H])[H],0.17433599,0.1943666,0.00026275,0.2391678,0.16008917,0.19053119,7.945e-05,0.15782406,0.16008917,0.19053119,7.945e-05,0.15782406,0.17092111,0.19325,0.0001,0.1753,8466
6607,[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0.26323109,0.30422506,0.00043395,0.00504901,0.27608719,0.29832692,0.00098458,0.00391216,0.27608719,0.29832692,0.00098458,0.00391216,0.26097533,0.30272624,0.0001,0.0032,6607
993,[H]c1nc(C#N)c([H])n1[H],0.24054605,0.24576269,0.15019001,0.08273981,0.2316858,0.23531258,0.19601857,4.67e-05,0.2316858,0.23531258,0.19601857,4.67e-05,0.22733133,0.24318499,0.195,0.0,993
5865,[H]OC([H])([H])C(O[H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.26919146,0.27544127,0.00483467,0.02142739,0.27596713,0.28467766,0.00959606,0.00349442,0.27596713,0.28467766,0.00959606,0.00349442,0.2681635,0.27717811,0.0019,0.0149,5865
19041,[H]C([H])([H])C1([H])C2([H])C([H])([H])C2([H])C12C([H])([H])C2([H])[H],0.27914176,0.28391606,0.00931714,0.01302814,0.2862317,0.29726967,0.00625857,0.00057366,0.2862317,0.29726967,0.00625857,0.00057366,0.28025036,0.28677336,0.0091,0.009,19041
14712,[H]C#CC([H])(OC([H])([H])[H])C1([H])OC1([H])[H],0.26132109,0.27167945,0.00080692,0.00669327,0.23860878,0.25486581,0.0013152,0.00403888,0.23860878,0.25486581,0.0013152,0.00403888,0.23353829,0.24837767,0.0008,0.002,14712
8615,[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],0.26967466,0.31352192,0.00120059,0.00128975,0.27871395,0.2850927,0.0005926,0.00015799,0.27871395,0.2850927,0.0005926,0.00015799,0.26710145,0.28123156,0.0005,0.0002,8615
8178,[H]C([H])([H])C12OC1(C([H])([H])[H])C([H])([H])C2=O,0.16145111,0.22165697,0.00016938,0.00870342,0.15530216,0.21005856,0.00040213,0.01296307,0.15530216,0.21005856,0.00040213,0.01296307,0.15755906,0.22148818,0.0004,0.019,8178
17526,[H]N1C2([H])C(=O)C1([H])C([H])([H])OC2([H])[H],0.17675465,0.22273019,0.0002417,0.04862211,0.17005371,0.21306682,0.00032813,0.01501082,0.17005371,0.21306682,0.00032813,0.01501082,0.16993991,0.22964653,0.0002,0.0233,17526
11358,[H]OC1([H])C2([H])OC1(C([H])([H])C([H])([H])[H])C2([H])[H],0.26448665,0.27373097,0.01320622,0.01225429,0.28111357,0.29192336,0.00463908,0.01632013,0.28111357,0.29192336,0.00463908,0.01632013,0.27571181,0.28190775,0.007,0.0121,11358
12023,[H]OC1([H])C(=O)OC([H])([H])C([H])=C1[H],0.22343234,0.25331914,0.00349445,0.04177414,0.21580518,0.23100054,0.00670588,0.01769608,0.21580518,0.23100054,0.00670588,0.01769608,0.21820279,0.2490612,0.0033,0.1098,12023
20356,[H]C(=O)c1c([H])c(C([H])([H])[H])nn1[H],0.18687513,0.2084028,0.06379184,0.37532137,0.14268397,0.18193673,0.00032711,0.03905634,0.14268397,0.18193673,0.00032711,0.03905634,0.14700098,0.18858284,0.0004,0.0588,20356
2727,[H]C([H])([H])OC1([H])C(=O)OC1([H])[H],0.20737939,0.27206298,0.00175868,0.01475534,0.19840509,0.26032851,0.00300012,0.00313598,0.19840509,0.26032851,0.00300012,0.00313598,0.2016656,0.26976577,0.0015,0.0063,2727
18098,[H]OC1([H])C([H])([H])C2([H])N(C([H])=O)C12[H],0.19328778,0.23454066,0.01543184,0.23681397,0.1905456,0.24071996,0.00677559,0.19029214,0.1905456,0.24071996,0.00677559,0.19029214,0.18974412,0.23903599,0.0076,0.2046,18098
194,[H]Oc1nc([H])c([H])n1[H],0.23178912,0.25675616,0.00050749,0.0001395,0.23977209,0.2520475,2.946e-05,0.16962203,0.23977209,0.2520475,2.946e-05,0.16962203,0.22507492,0.24451899,0.0003,0.168,194
2698,[H]N([H])C1([H])C([H])([H])OC1([H])C#N,0.24457852,0.24812678,0.00148031,0.00528927,0.22569869,0.23636839,0.01230156,0.0037749,0.22569869,0.23636839,0.01230156,0.0037749,0.23921606,0.24620946,0.004,0.0033,2698
3728,[H]c1nc(N([H])C([H])([H])[H])no1,0.20934839,0.23813004,0.04005599,0.00622029,0.20457233,0.23074243,0.03096973,0.00674841,0.20457233,0.23074243,0.03096973,0.00674841,0.21591331,0.23700007,0.0404,0.0053,3728
6206,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.3247429,0.33814427,0.00777527,0.03166521,0.32808442,0.33497145,0.00655148,0.0127502,0.32808442,0.33497145,0.00655148,0.0127502,0.32224381,0.33051608,0.0079,0.0187,6206
10755,[H]C([H])([H])C12C([H])([H])OC([H])(OC1([H])[H])C2([H])[H],0.26654383,0.28351107,0.02072389,0.00759475,0.27868677,0.29398061,0.02205133,0.00844177,0.27868677,0.29398061,0.02205133,0.00844177,0.28103679,0.29379616,0.0215,0.0131,10755
13271,[H]C([H])([H])C([H])([H])C(=O)N1C([H])([H])C1([H])C([H])([H])[H],0.19809919,0.24902148,0.00422758,0.1928685,0.19550886,0.25661568,0.00247549,0.18690806,0.19550886,0.25661568,0.00247549,0.18690806,0.19591433,0.25559523,0.0025,0.1706,13271
6506,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,0.16255859,0.26859376,0.0002407,0.01728935,0.15696815,0.24607107,0.00023115,0.01199266,0.15696815,0.24607107,0.00023115,0.01199266,0.15724301,0.2697033,0.0002,0.011,6506
12969,[H]C([H])([H])OC([H])([H])C([H])([H])C1([H])OC([H])([H])C1([H])[H],0.26368436,0.27431507,0.00454348,0.00470964,0.27910054,0.2889955,0.00745964,0.05550017,0.27910054,0.2889955,0.00745964,0.05550017,0.27108875,0.27915155,0.0028,0.0384,12969
3502,[H]C1([H])C2([H])C([H])([H])C1([H])C1([H])OC12[H],0.27584322,0.28564843,0.02417708,0.010975,0.29280161,0.30345438,0.00477276,0.01723941,0.29280161,0.30345438,0.00477276,0.01723941,0.28927966,0.29388436,0.0125,0.0056,3502
13785,[H]OC([H])(C([H])([H])[H])C12C([H])([H])OC1([H])C2([H])[H],0.24881073,0.26236693,0.00388815,0.00125214,0.26002997,0.2708628,0.0035488,0.0053624,0.26002997,0.2708628,0.0035488,0.0053624,0.25621262,0.26972902,0.0039,0.0015,13785
15464,[H]N(C(=O)C1([H])OC1([H])[H])C([H])([H])C([H])([H])[H],0.21171477,0.25617181,0.00054571,0.21747347,0.20628371,0.26077716,0.00077525,0.1790157,0.20628371,0.26077716,0.00077525,0.1790157,0.2096255,0.26148247,0.0004,0.1857,15464
14976,[H]C(=O)C([H])([H])C1([H])OC1([H])C([H])=O,0.15311153,0.16071298,0.00056838,0.00101046,0.14735303,0.15459915,0.00077058,0.00180181,0.14735303,0.15459915,0.00077058,0.00180181,0.1486841,0.15549007,0.0004,0.0007,14976
20353,[H]n1nc(C([H])([H])[H])c(C([H])([H])[H])c1C([H])([H])[H],0.23128957,0.24958105,0.06585811,0.00215061,0.23907215,0.25485053,0.09212807,0.01436125,0.23907215,0.25485053,0.09212807,0.01436125,0.23630919,0.24513637,0.1312,0.0021,20353
9640,[H]C#CC1(C([H])([H])[H])C([H])(O[H])C1([H])C([H])([H])[H],0.25201861,0.25959636,0.00109433,0.00178827,0.23468556,0.24886181,0.00024954,0.02561956,0.23468556,0.24886181,0.00024954,0.02561956,0.23002873,0.24334668,0.0002,0.0217,9640
10347,[H]OC([H])([H])C1(C([H])=O)N([H])C1([H])C([H])([H])[H],0.1636883,0.21835027,0.00027745,0.09518547,0.15985571,0.19780241,9.193e-05,0.05279344,0.15985571,0.19780241,9.193e-05,0.05279344,0.16017193,0.21589494,0.0002,0.0762,10347
20717,[H]C#Cc1c([H])nnn1C([H])([H])[H],0.20307888,0.22031282,0.00181858,0.25279968,0.18563332,0.20375885,0.00157393,0.20968337,0.18563332,0.20375885,0.00157393,0.20968337,0.19848311,0.20280483,0.0021,0.2401,20717
8377,[H]C#CC(O[H])(C([H])=O)C([H])([H])O[H],0.15694855,0.23720007,0.00148345,0.0050614,0.14773109,0.20039955,0.00207318,0.00114907,0.14773109,0.20039955,0.00207318,0.00114907,0.15165712,0.21586554,0.0013,0.0003,8377
8565,[H]C#CC(=O)C([H])(C([H])([H])[H])C([H])([H])O[H],0.15145768,0.21819296,0.00023503,0.00011191,0.14324429,0.18826394,0.00018159,0.00039961,0.14324429,0.18826394,0.00018159,0.00039961,0.14812183,0.18961549,0.0002,0.0001,8565
6418,[H]C([H])([H])C#CC([H])([H])OC(=O)C([H])([H])[H],0.22426362,0.25723524,0.0012493,2.057e-05,0.21702261,0.23127323,0.00161488,1.167e-05,0.21702261,0.23127323,0.00161488,1.167e-05,0.21812562,0.22847791,0.0012,0.0,6418
9674,[H]C([H])([H])OC1(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.25383412,0.27777008,0.00073773,0.00489363,0.26331869,0.28454458,0.00019249,0.00316431,0.26331869,0.28454458,0.00019249,0.00316431,0.25969646,0.27840921,0.0003,0.004,9674
13480,[H]OC([H])([H])C1([H])N([H])C1([H])C([H])(O[H])C([H])([H])[H],0.25776951,0.26829748,0.00191339,0.01451519,0.26437967,0.27773504,0.00336269,0.00427199,0.26437967,0.27773504,0.00336269,0.00427199,0.25856825,0.26912266,0.001,0.0092,13480
14129,[H]OC12C([H])([H])C3([H])C([H])(C1([H])[H])C32C([H])([H])[H],0.245316,0.27060658,0.00846205,9.963e-05,0.2623955,0.28474215,0.00312257,0.00097529,0.2623955,0.28474215,0.00312257,0.00097529,0.24857979,0.2736465,0.0048,0.0012,14129
311,[H]C#CC(=O)C#C[H],0.14264418,0.19919174,0.0,0.0,0.13164962,0.16672903,0.0,0.0,0.13164962,0.16672903,0.0,0.0,0.13771075,0.17124083,0.0,0.0,311
15174,[H]C(=O)N1C(=O)OC([H])([H])C1([H])[H],0.18894705,0.23803445,0.00110691,0.03057065,0.18254279,0.22526979,0.00090189,0.00196909,0.18254279,0.22526979,0.00090189,0.00196909,0.18288669,0.22957304,0.0011,0.0035,15174
1870,[H]C([H])([H])C12C([H])([H])OC([H])(C1([H])[H])C2([H])[H],0.25790807,0.27208695,0.00030877,3.429e-05,0.27321044,0.28792938,7.5e-07,9.586e-05,0.27321044,0.28792938,7.5e-07,9.586e-05,0.27267632,0.28201065,0.0001,0.0004,1870
21280,[H]c1oc2onc([H])c2c1[H],0.21282158,0.23625526,0.16650354,0.05224038,0.2108159,0.23383691,0.1326753,0.06102655,0.2108159,0.23383691,0.1326753,0.06102655,0.21197011,0.22756285,0.1644,0.0704,21280
3286,[H]C1=C2C([H])([H])C([H])([H])C2([H])C([H])([H])C1([H])[H],0.24418025,0.26486444,0.19861213,0.01820521,0.23498466,0.27214356,0.20581952,0.03968408,0.23498466,0.27214356,0.20581952,0.03968408,0.23236231,0.2601742,0.2121,0.0161,3286
5848,[H]C([H])([H])N(C([H])([H])[H])C(C#N)(C([H])([H])[H])C([H])([H])[H],0.23154181,0.25396587,0.01253815,0.0065409,0.2279952,0.2359758,0.00225595,0.00416878,0.2279952,0.2359758,0.00225595,0.00416878,0.24084773,0.24673865,0.0123,0.0012,5848
17527,[H]C1([H])OC([H])([H])C2([H])OC1([H])C2=O,0.17124215,0.20994084,7.15e-06,0.0079751,0.16390316,0.20090132,2.574e-05,0.00838513,0.16390316,0.20090132,2.574e-05,0.00838513,0.16464065,0.21945595,0.0,0.0089,17527
17365,[H]C1=C([H])C23N4C1([H])C2([H])C4([H])C3([H])[H],0.17771921,0.22626031,0.00524152,0.03752912,0.17249992,0.22205482,0.00401983,0.03797012,0.17249992,0.22205482,0.00401983,0.03797012,0.18289037,0.22422601,0.0104,0.0434,17365
3821,[H]c1nn([H])c([H])c([H])c1=O,0.17934867,0.19942398,0.08279354,0.25366474,0.13911397,0.16204324,0.00013579,2.513e-05,0.13911397,0.16204324,0.00013579,2.513e-05,0.14902586,0.18003862,0.0003,0.0007,3821
1371,[H]C#CC([H])(C([H])([H])[H])C([H])([H])C([H])=O,0.16144729,0.2704206,0.0001676,0.00203346,0.15545393,0.23025916,0.00023514,0.00085832,0.15545393,0.23025916,0.00023514,0.00085832,0.15614788,0.24241325,0.0001,0.0002,1371
3505,[H]C1([H])C([H])([H])C2([H])C1([H])C1([H])C([H])([H])C21[H],0.26387541,0.27431039,0.00120924,0.0171774,0.26773228,0.28575415,0.00093073,0.0104014,0.26773228,0.28575415,0.00093073,0.0104014,0.26384178,0.26681848,0.0011,0.0101,3505
6224,[H]C(=O)C1(C([H])([H])[H])N([H])C(=O)C1([H])[H],0.16006156,0.22362265,0.00025851,0.00431189,0.15353578,0.20695832,0.00016514,0.01814264,0.15353578,0.20695832,0.00016514,0.01814264,0.15455296,0.21780223,0.0002,0.0011,6224
10101,[H]C#CC1(C([H])([H])C([H])([H])[H])OC([H])([H])C1([H])[H],0.24709351,0.25656205,0.01334934,0.00256001,0.23534486,0.23944426,0.00328371,0.00850662,0.23534486,0.23944426,0.00328371,0.00850662,0.2302823,0.24346061,0.0016,0.008,10101
15268,[H]N1C(=NC([H])([H])[H])C(=O)C([H])([H])C1([H])[H],0.14102749,0.17740732,0.0003259,0.00574169,0.13327069,0.16393197,0.0003064,0.00132748,0.13327069,0.16393197,0.0003064,0.00132748,0.13762255,0.17380226,0.0002,0.003,15268
5893,[H]OC([H])(C#CC(=O)C([H])([H])[H])C([H])([H])[H],0.15430403,0.2176267,0.00017656,1.65e-05,0.14600732,0.18718094,0.00014543,0.00020856,0.14600732,0.18718094,0.00014543,0.00020856,0.15135577,0.1906996,0.0002,0.0,5893
7682,[H]OC1([H])C([H])([H])C(=O)C([H])([H])C1([H])O[H],0.1625796,0.26084872,0.0002659,0.02934855,0.15845363,0.22937627,0.00016664,0.00198292,0.15845363,0.22937627,0.00016664,0.00198292,0.15994041,0.26244531,0.0001,0.0033,7682
11802,[H]N1C([H])([H])C1(C([H])([H])[H])C1(C([H])([H])[H])OC1([H])[H],0.25974681,0.27980728,0.01707228,0.00032108,0.26681823,0.29000992,0.00931125,0.00345094,0.26681823,0.29000992,0.00931125,0.00345094,0.26137958,0.28813676,0.0123,0.0009,11802
20278,[H]C#Cc1noc(C([H])([H])[H])c1[H],0.22144093,0.23916506,0.15509042,0.07684192,0.20611762,0.21495079,0.00097103,0.17703803,0.20611762,0.21495079,0.00097103,0.17703803,0.20927638,0.21618158,0.0006,0.1328,20278
19072,[H]C1([H])C([H])([H])C2(C([H])([H])C2([H])[H])C2([H])OC12[H],0.2875391,0.29719673,0.02852895,0.00771888,0.30332554,0.30589395,0.01191221,0.00379729,0.30332554,0.30589395,0.01191221,0.00379729,0.2967067,0.30394265,0.0093,0.0054,19072
16451,[H]N1C(=O)C2([H])OC2([H])C1=O,0.18204026,0.1884745,0.000314,0.00393569,0.17175208,0.17647185,0.00056221,0.00198517,0.17175208,0.17647185,0.00056221,0.00198517,0.17924851,0.18543342,0.0003,0.0021,16451
3623,[H]C([H])([H])c1noc(C([H])([H])[H])n1,0.23234876,0.26129258,0.00564402,0.0847384,0.22340985,0.25765654,0.00501029,0.13728155,0.22340985,0.25765654,0.00501029,0.13728155,0.23178167,0.25505869,0.0046,0.1431,3623
7907,[H]C([H])([H])C1(C([H])([H])[H])C2([H])OC([H])([H])C21C([H])([H])[H],0.24259787,0.2531563,0.01291427,0.01006598,0.25925531,0.26974078,0.01327313,0.00491369,0.25925531,0.26974078,0.01327313,0.00491369,0.2519056,0.26363231,0.0075,0.0131,7907
15729,[H]OC1([H])C2([H])OC([H])([H])C12N([H])C([H])([H])[H],0.21359139,0.23451882,0.00887032,0.00399654,0.22382598,0.24574122,0.00496744,0.00435722,0.22382598,0.24574122,0.00496744,0.00435722,0.2177912,0.2381687,0.0068,0.0039,15729
3570,[H]C12OC3([H])C4([H])C1([H])C2([H])C34[H],0.26660743,0.27115607,1e-08,0.0004018,0.27378892,0.2772252,1.564e-05,0.00214825,0.27378892,0.2772252,1.564e-05,0.00214825,0.26792096,0.27059263,0.0,0.0002,3570
6712,[H]OC1(C([H])([H])[H])C([H])([H])C1([H])OC([H])([H])C([H])([H])[H],0.26130586,0.26922466,0.01595282,0.0291281,0.27037174,0.27738836,0.02432803,0.01550865,0.27037174,0.27738836,0.02432803,0.01550865,0.26160375,0.2721508,0.0107,0.0322,6712
7717,[H]OC1([H])C([H])=C(C([H])([H])[H])C([H])(O[H])C1([H])[H],0.24706701,0.25803337,0.0299047,0.04527373,0.23145227,0.24557728,0.01807904,0.048848,0.23145227,0.24557728,0.01807904,0.048848,0.24712084,0.25363649,0.1042,0.1643,7717
12110,[H]C1=C([H])N([H])C(=O)C([H])([H])C([H])=C1[H],0.18153043,0.20111566,0.10470304,0.03586251,0.17232674,0.19561981,0.08074612,0.04385517,0.17232674,0.19561981,0.08074612,0.04385517,0.17664298,0.20136793,0.1161,0.0199,12110
2141,[H]OC1([H])C(=O)C([H])(C([H])([H])[H])C1([H])[H],0.16409572,0.23712807,0.00073682,0.01593542,0.15893657,0.21401431,0.00080369,0.01051672,0.15893657,0.21401431,0.00080369,0.01051672,0.16014254,0.23313037,0.0007,0.0124,2141
15455,[H]OC([H])(C([H])([H])C([H])=O)C1([H])C([H])([H])C1([H])[H],0.16395636,0.27506924,0.00021928,0.00012965,0.15798362,0.23794064,0.00027294,0.0084674,0.15798362,0.23794064,0.00027294,0.0084674,0.15861376,0.26506553,0.0001,0.0133,15455
17598,[H]OC12C3([H])OC1([H])C2([H])C([H])([H])C3([H])[H],0.23732809,0.24826343,0.00891914,0.00802368,0.25232603,0.26418305,0.00286917,0.00992055,0.25232603,0.26418305,0.00286917,0.00992055,0.24307841,0.25621262,0.0048,0.0052,17598
19893,[H]C1=C2C([H])([H])N3C2([H])C2([H])C1([H])C32[H],0.17727774,0.18909456,0.0682494,0.1051728,0.17327265,0.20360492,0.06218242,0.07359401,0.17327265,0.20360492,0.06218242,0.07359401,0.16697791,0.20479664,0.0692,0.0813,19893
17187,[H]N1C([H])([H])C12C([H])([H])N1C([H])(C([H])([H])[H])C12[H],0.23547575,0.25472912,0.02170224,0.00615972,0.248788,0.27195215,0.02048928,0.01655468,0.248788,0.27195215,0.02048928,0.01655468,0.24206046,0.26157802,0.0177,0.014,17187
21397,[H]N=c1onnc([H])c1O[H],0.15517683,0.16108133,0.001199,0.05978655,0.14196492,0.15341225,0.00105545,0.05907622,0.14196492,0.15341225,0.00105545,0.05907622,0.15286617,0.16093632,0.0018,0.096,21397
20897,[H]c1c(OC([H])([H])[H])noc1N([H])[H],0.2256414,0.23773563,0.0435239,0.23954354,0.23143806,0.24195135,0.11452174,0.14471094,0.23143806,0.24195135,0.11452174,0.14471094,0.22161681,0.23433207,0.0392,0.209,20897
12221,[H]C1=C([H])C([H])([H])OC([H])(C([H])([H])[H])OC1([H])[H],0.24398671,0.2685515,0.00115148,0.17270796,0.2328301,0.25342904,0.00211181,0.18080249,0.2328301,0.25342904,0.00211181,0.18080249,0.24917145,0.25890267,0.0011,0.2904,12221
13328,[H]C(=O)C#CC1([H])OC1([H])C([H])([H])[H],0.14719099,0.20701286,0.00020398,0.04702055,0.13723895,0.17782823,0.00015453,0.01230346,0.13723895,0.17782823,0.00015453,0.01230346,0.14298428,0.17973728,0.0003,0.0041,13328
5553,[H]c1nc([H])n2c1C([H])([H])C([H])([H])C2([H])[H],0.23375994,0.24387556,0.08292513,0.00333799,0.23756737,0.23917019,0.10617441,0.01510361,0.23756737,0.23917019,0.10617441,0.01510361,0.23193969,0.23944023,0.1339,0.0007,5553
9526,[H]C(=O)C(=O)C1(C([H])([H])[H])N([H])C1([H])[H],0.10798378,0.16789197,0.00050559,0.00033463,0.09548032,0.14343388,0.00045937,0.00186417,0.09548032,0.14343388,0.00045937,0.00186417,0.10280991,0.16172643,0.0004,0.0003,9526
5504,[H]C1=C([H])C([H])([H])n2c1nc([H])c2[H],0.17683375,0.22139693,0.16939922,0.03996822,0.17000875,0.19949235,0.15616842,0.00078749,0.17000875,0.19949235,0.15616842,0.00078749,0.17312607,0.21966542,0.1592,0.0007,5504
6888,[H]C(=O)N([H])C(=O)N([H])C([H])([H])C([H])([H])[H],0.19313034,0.23396707,0.00091622,0.00664958,0.18567295,0.22339431,0.00075049,0.0061191,0.18567295,0.22339431,0.00075049,0.0061191,0.1867123,0.22750037,0.0009,0.003,6888
826,[H]c1oc(N([H])[H])nc1C([H])([H])[H],0.22963986,0.2373873,0.06175149,0.17964903,0.22966243,0.24328893,0.17019588,0.03269605,0.22966243,0.24328893,0.17019588,0.03269605,0.22299123,0.22981191,0.0942,0.106,826
960,[H]Oc1c(C([H])([H])[H])c([H])n([H])c1[H],0.2084854,0.22172582,4.384e-05,0.0007126,0.2131421,0.22676071,8.67e-06,0.08638938,0.2131421,0.22676071,8.67e-06,0.08638938,0.20550958,0.21735021,0.0001,0.0003,960
9134,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.26861578,0.30396352,0.0374938,0.00381613,0.28364284,0.30460176,0.04255509,0.00268512,0.28364284,0.30460176,0.04255509,0.00268512,0.27592496,0.30877518,0.0371,0.0049,9134
18958,[H]N1C([H])([H])C1([H])C#CC1([H])C([H])([H])C1([H])[H],0.24222691,0.25014344,0.01307219,0.07294533,0.22109911,0.22888618,0.00276056,0.04773125,0.22109911,0.22888618,0.00276056,0.04773125,0.22204677,0.22833091,0.0012,0.0317,18958
20533,[H]c1nn(C([H])([H])C([H])([H])[H])nc1N([H])[H],0.2051622,0.22890974,0.14760642,0.01395775,0.20670942,0.23677697,0.15662269,0.00039112,0.20670942,0.23677697,0.15662269,0.00039112,0.20778069,0.22562616,0.1778,0.0121,20533
2915,[H]N([H])C([H])(C#N)C1([H])C([H])([H])C1([H])[H],0.2532329,0.29258013,0.03104319,0.01900172,0.24374569,0.26378364,0.01242108,0.00715495,0.24374569,0.26378364,0.01242108,0.00715495,0.2465843,0.27771833,0.0229,0.0016,2915
16445,[H]C1([H])C(=O)C2([H])C([H])([H])C2([H])C1=O,0.16251912,0.16776667,0.00160756,2.645e-05,0.15904753,0.16086367,0.00094626,6.82e-05,0.15904753,0.16086367,0.00094626,6.82e-05,0.16166028,0.16412616,0.0003,0.0,16445
14941,[H]C#CC([H])([H])C1([H])OC1([H])C#N,0.2650447,0.26989725,0.01318644,0.000249,0.24272497,0.24734424,0.00093558,0.00772111,0.24272497,0.24734424,0.00093558,0.00772111,0.2408661,0.25122206,0.0002,0.0067,14941
