"ESOL predicted log solubility in mols per litre","Minimum Degree","Molecular Weight","Number of H-Bond Donors","Number of Rings","Number of Rotatable Bonds","Polar Surface Area","measured log solubility in mols per litre","Structure of smiles [idcode]","smiles","Nr"
"-3.065","1","232.20499999999996","1","1","1","32.34","-3.43","f`aQC@IVLBPQHXdLbdLRTvf`eUPADu@@@","CN(C)C(=O)Nc1cccc(c1)C(F)(F)F","339"
"-3.846","2","179.22199999999998","0","3","0","12.89","-3.67","fgA`@@@ISLrotyHvk@@@@@@@@","c3ccc2nc1ccccc1cc2c3","340"
"-2.8930000000000002","1","360.45000000000016","2","4","2","91.67","-3.11","fewAP@@Vkv^QQISQJFKIQJVZcEF|EIVfjjfjjijj@@","CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO","341"
"0.501","1","180.156","5","1","1","110.38000000000001","0.74","dcLF@@siWTify^ajjjj@@","OCC1OC(O)C(O)C(O)C1O","342"
"-2.313","1","108.13999999999999","1","1","0","20.23","-0.68","daDH@@RYVih@H@@","Cc1cccc(O)c1","343"
"-4.345","1","365.84200000000004","2","3","3","92.5","-3.5860000000000003","fakqa@IV]pQ`QA@cHhheHfieEEDbqT\m{A@lSUAPAD@t@@","CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ","344"
"-4.731","1","404.54700000000025","1","3","6","72.83","-6.005","fkAP@@HEd^QQIQ[JJJJJUYPqTYzIZmUUUUTuTuTp@@","CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ","345"
"-2.281","1","168.10799999999995","0","1","2","86.28","-3.39","dcMB@hdDWXeNf]yInUvxV`@f@@","O=N(=O)c1ccc(cc1)N(=O)=O","346"
"-2.781","1","262.30899999999997","2","3","2","75.27000000000001","-2.696","fluQ`@DX@pRSJswJwtyzLTmTsSUUU@@@","CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3","347"
"-3.6710000000000003","1","200.32199999999997","0","0","9","26.3","-4.1","dglD@@QIeWUUjjjj@@","CCCCCCCCCC(=O)OCC","348"
"-1.847","1","164.208","1","1","1","32.34","-1.6","dcMH@DpLbbbLRRzuT@@@@","CN(C)C(=O)Nc1ccccc1","349"
"-1.072","1","88.14999999999999","0","0","3","9.23","-0.66","gGQ@@eJuT@@","CCCOCC","350"
"-0.261","1","60.096000000000004","1","0","0","20.23","0.43","gCa@@duP@","CC(C)O","351"
"-3.802","1","142.201","0","2","0","0.0","-3.77","dmL@@DjYUVGi@@@`@@","Cc1ccc2ccccc2c1","352"
"-2.54","1","208.28","0","0","0","0.0","-1.9","gC`LAbKDtPduP@","ClC(Br)Br","353"
"-4.854","1","270.372","2","2","5","40.46","-4.43","fbu@`@@YRYWYeg_hrJX@Jj``H@@@","CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2","354"
"-3.391","1","330.3640000000001","0","0","9","71.06","-3.37","fli@s@LDUiw`ADOA@QdTbRTLVTVsUUSTuTJT@@","CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC","355"
"-2.887","1","126.58599999999996","0","1","1","0.0","-2.39","daD@`@bDeeVz`@@@","ClCc1ccccc1","356"
"-0.604","1","70.09100000000001","0","0","1","17.07","0.32","gJQ@@djsBJ@","C/C=C/C=O","357"
"-3.938","1","293.548","1","1","2","41.57","-3.924","do}DPAuSCDJHRYgunVzB@ij`@@","CON(C)C(=O)Nc1ccc(Br)c(Cl)c1","358"
"-5.228","1","206.28799999999998","0","3","0","0.0","-6.57","f`i@@@LdbbbTRISIBt{p@DD@@@@@","Cc1c2ccccc2c(C)c3ccccc13","359"
"-1.899","1","130.18699999999998","0","0","4","26.3","-1.87","diDD@@QIeuZjh@@","CCCCCC(=O)OC","360"
"-3.8310000000000004","1","338.79500000000013","1","2","2","80.37","-4.328","fncIb@B\UDu``bLbbbTRRfQbdtYKUhHJIZfjh`@@","CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C","361"
"-2.181","1","153.156","1","1","1","29.1","-1.78","dmvH`NdIAIe]Zf`@i`@@","CC(=O)Nc1ccc(F)cc1","362"
"-3.319","1","269.77199999999993","0","1","6","29.54","-3.26","fdi`b@BXdBHRVyefUs^ijBHhh@@","CCc1cccc(CC)c1N(COC)C(=O)CCl ","363"
"-2.16","2","82.146","0","1","0","0.0","-2.59","gFp@DiTujh@","C1CCC=CC1","364"
"-3.159","1","362.4660000000002","3","4","2","94.83","-3.09","fewAP@@Vkv^QQISQJFKIQJVZcEF|EIVfjjjjjijj@@","CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO","365"
"-0.884","2","80.08999999999999","0","1","0","25.78","1.1","gFt@AdiTt@@@","c1cncnc1","366"
"-2.9010000000000002","1","157.55599999999998","0","1","1","43.14","-2.92","deVDaNFPbNf^RYWZf`@f@@","Clc1ccc(cc1)N(=O)=O","367"
"-0.836","1","88.106","0","0","1","26.3","-0.14","gGP`@dfUj`@","CCC(=O)OC","368"
"-2.775","1","157.55599999999998","0","1","1","43.14","-2.55","deVDaBxPbBd^RYeei``X@@","Clc1ccccc1N(=O)=O","369"
"-4.157","1","275.179","1","1","4","32.34","-4.77","fhqQA@AZTBHIDILsnwNlyA@TuU@@@","CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1","370"
"-2.398","1","256.33099999999996","1","2","1","69.56","-1.8769999999999998","fhiHb@LDiXs`AFRJJZZQQQxi[uLuUMUTAD@@","CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C","371"
"-2.2880000000000003","1","123.11099999999996","0","1","1","43.14","-1.8","difDAHAHeNR[e^Eh@@@@","O=N(=O)c1ccccc1","372"
"-3.8","1","204.01000000000002","0","1","0","0.0","-3.01","gOpHAVILkW@@@@","Ic1ccccc1","373"
"-3.7769999999999997","1","365.8420000000001","2","3","2","92.5","-3.78","fakqa@IZ}pS`QA@cHhheHeThmhhdqUoM{A@lUMPDADKD@@","CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ","374"
"-1.4280000000000002","1","241.24299999999994","2","1","6","91.00999999999999","-0.985","fhqaP@L@PpQdf]mYeWAZjjBBBEJ@@","COc1ccccc1OCC(O)COC(N)=O","375"
"-4.3469999999999995","1","311.85300000000007","0","1","9","29.54","-4.19","fju`b@BXdBHrISQQJJIKJhwjZ`bJJj@@@","CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ","376"
"-3.1439999999999997","1","163.003","1","1","0","20.23","-1.3","didHPFBHJHRYf~FBH@@@","Oc1cccc(Cl)c1Cl","377"
"-1.1909999999999998","1","102.13299999999998","0","0","2","26.3","-1.92","gNp`@dfWZj@@","CCCC(=O)OC","378"
"-3.6439999999999997","1","218.08299999999997","1","1","2","29.1","-3.0","dknHPATH`haIf]vvzB@ih@@","CCC(=O)Nc1ccc(Cl)c(Cl)c1","379"
"-3.051","1","253.26900000000003","3","3","1","129.62","-2.404","flux@@@XIRRmYHhhldiUDdsdcQRA@AQ@@@@@","Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3","380"
"-2.254","1","144.21399999999997","0","0","5","26.3","-2.35","dedD@@QIeWVjj`@","CCCCCC(=O)OCC","381"
"-1.8869999999999998","1","309.529","3","2","2","88.38000000000001","-1.84","fhi@s@JLdYpPQBHcDQdTabRRRtwAJuUUUUUT@@","OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ","382"
"-5.5329999999999995","1","293.41400000000004","0","2","4","27.96","-5.47","ff}p@@@TMdbbTRbNVbbQEkIYBHhZ@``@@","CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C","383"
"-3.448","1","225.296","2","1","5","71.96000000000001","-2.478","f`ai@@LDxJPDimYufYr`@jjh@@","COc1nc(NC(C)C)nc(NC(C)C)n1","384"
"-3.073","1","112.216","0","0","5","0.0","-4.44","dax@@DkUVjh@@","CCCCCCC=C","385"
"-1.954","1","107.156","1","1","0","26.02","-1.21","daF@@@RYWih@H@@","Cc1ccc(N)cc1","386"
"-1.226","1","100.14599999999999","1","1","0","38.91","-0.36","gFtHLPDISNmLp@","Nc1nccs1 ","387"
"-1.9469999999999998","1","151.165","1","1","1","38.33","-1.8030000000000002","dmvD@LADfUmYUj`@@@","c1ccccc1(OC(=O)NC)","388"
"-1.324","1","102.17699999999999","1","0","3","20.23","-0.8","gNq@@drmUTe@@","CCCC(O)CC","389"
"-4.148","1","194.23299999999998","1","3","0","20.23","-4.73","foQA@@@ILsLk{AJlYt@@@@@@@@","c3ccc2c(O)c1ccccc1cc2c3 ","390"
"-4.87","1","192.261","0","3","0","0.0","-6.96","foQ@@@DjYUU}`nRlx@@@`@@@@","Cc1ccc2cc3ccccc3cc2c1","391"
"-3.312","1","120.195","0","1","0","0.0","-3.2","did@@DjYmaBH`@@","Cc1cccc(C)c1C","392"
"-2.677","1","208.26099999999997","1","1","2","41.57","-2.36","do}D@LLDRYVuoiUj`@j`@@","CNC(=O)Oc1ccc(N(C)C)c(C)c1","393"
"-2.387","1","144.258","1","0","6","20.23","-2.74","dedH@@RYuVjjjHh@","CCCCCCCC(C)O","394"
"-3.863","1","268.36","1","2","3","32.34","-3.35","fbuQ@@DXAdTTRfdRTNVlENVj`j@@@@@@","CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2","395"
"-1.266","1","100.16099999999999","0","0","3","17.07","-0.83","gNq@@drkUP@","CCCC(=O)CC","396"
"-3.793","1","276.91499999999996","1","1","0","44.019999999999996","-3.33","dmvHPEHLSlSHhhmDVFBBK@@","Oc1c(Br)cc(C#N)cc1Br ","397"
"-5.223","1","223.102","0","2","1","0.0","-6.39","dg|@P@bBbDfYweVx{``H@@@@","Clc1ccc(cc1Cl)c2ccccc2 ","398"
"-4.504","1","298.367","0","3","4","42.43000000000001","-4.873","fj}Pb@BVpX@QdbbbrRtLTrQJRudmRDDMP@P@@@","CN(C(=O)COc1nc2ccccc2s1)c3ccccc3","399"
"-2.725","1","145.161","1","2","0","33.120000000000005","-2.54","dmNH@NAIfV]aeX@@@@@","Oc1cccc2ncccc12 ","400"
"-2.927","1","235.30800000000002","1","2","2","38.33","-3.14","f`q`b@ILD@HrQQJJMQITX{uMTt@D@@@","CC1=C(SCCO1)C(=O)Nc2ccccc2","401"
"-3.085","1","258.324","1","2","3","82.28","-3.81","f`qQa@LL`bp@b`QddebRRRrxKQejZ@J`@@","CCOc2ccc1nc(sc1c2)S(N)(=O)=O ","402"
"-4.835","1","266.33799999999997","1","1","0","20.23","-4.28","dcLHhMBHJHZHFHVHRYf{~fBHb`@@","Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl","403"
"-1.5190000000000001","1","129.384","0","0","0","0.0","-0.89","eMACDXaIh@","ClCBr","404"
"-1.6580000000000001","1","198.22199999999998","1","1","2","66.48","-2.23","dg]L@DpNeIfV~uaZjYjh@@","CCC1(CC)C(=O)NC(=O)N(C)C1=O ","405"
"-4.4719999999999995","1","372.5050000000002","0","4","3","60.440000000000005","-4.63","fmo@P@@U{OHhdiheBeMDcLeJLUiwhyZZjjjjijZj@@","CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ","406"
"-1.5090000000000001","1","150.18099999999998","2","1","2","55.120000000000005","-0.95","dmuH@DpDf]eYUj`@@@","NC(=O)NCc1ccccc1 ","407"
"-3.048","1","212.67999999999998","1","1","1","32.34","-3.483","dg]H`AuPbDfY_[fz@`ij@@","CN(C)C(=O)Nc1ccc(C)c(Cl)c1","408"
"-3.5810000000000004","1","249.09699999999998","1","1","2","41.57","-3.592","do}DPAuSBHJHRYg]nVzB@ij`@@","CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1","409"
"-1.7","1","114.188","1","1","0","20.23","-0.88","daDH@@RYU[jjj@@","OC1CCCCCC1","410"
"-1.936","1","356.2270000000001","3","1","6","103.70000000000002","-2.154","fjuaS@JDeiNPQBHbHPdw[L}km^CTuUP@Rp@@","CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ","411"
"-2.96","1","242.34400000000002","2","1","4","58.2","-3.36","f`aPb@DXXH@QdTRTVfbQiqjfZjjaJ`@","CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ","412"
"-0.7929999999999999","1","222.251","2","1","2","115.03999999999999","-2.36","dkllPLXYaM@HhHrRRqIYSaVijfP@","CC(=O)Nc1nnc(s1)S(N)(=O)=O ","413"
"-2.318","1","139.10999999999999","1","1","1","63.37","-0.74","deVLAHAIbTyInU~Eh@H@@","Oc1ccc(cc1)N(=O)=O","414"
"-5.511","1","364.914","0","4","0","0.0","-6.307","fdu@A`@QAHadQJHuDFbLbbbdttVLUNBTxOhsUUUUUT`@@","ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl","415"
"-0.62","2","72.107","0","1","0","9.23","0.49","gKQ@@eKcUP@","C1CCOC1","416"
"-2.2769999999999997","1","138.126","1","1","1","69.16","-1.96","deUDAHXDbTyInYqehH@@@","Nc1ccccc1N(=O)=O","417"
"-6.079","1","291.99199999999996","0","2","1","0.0","-7.28","f`q@@`@QAHcTPzHrJJJYPqZ\E[tDPAA@@@@","Clc1cccc(c1Cl)c2cccc(Cl)c2Cl","418"
"-4.0760000000000005","1","308.38100000000003","0","3","5","40.620000000000005","-3.81","fnsP`@DDAiIfYYVWUtc@erujj`X@`H`@@","CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ","419"
"-2.553","1","182.135","0","1","2","86.28","-3.0","dkmB@hdDtxeNfS{HihheCAUhBHX@@","Cc1c(cccc1N(=O)=O)N(=O)=O","420"
"-4.17","1","314.46900000000005","0","4","1","34.14","-4.42","fnk@`@@UrJIJZIPiSQHrcEZ]zNVfjjjjjZj@@","CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","421"
"-3.6630000000000003","1","257.76899999999995","0","1","6","45.150000000000006","-4.4110000000000005","fhqhB@DXYpPHaIeYyeVcH@Jjjh@@","CCN(CC)c1nc(Cl)nc(n1)N(CC)CC","422"
"-4.365","1","349.06600000000014","0","2","3","37.38","-5.4","fdy`b`JJLBHQDXBFQGHcHiLhhXilejpXuUULuUH@@","ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ","423"
"-5.144","1","314.802","0","1","0","0.0","-4.5","did@p@qBqAqDfYun``H@@","c1(Br)c(Br)cc(Br)cc1","424"
"-3.517","1","286.718","2","3","1","61.690000000000005","-3.952","fbmPb@AJ|dDPdrmrljoSfgQs@DMPTBDPuP@","OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ","425"
"-2.415","1","238.28699999999995","2","1","5","75.27000000000001","-2.356","fhqQ`@DX@pRSJswKmNMTsUTuBU@@","O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C","426"
"-3.2239999999999998","1","150.22099999999998","1","1","1","20.23","-2.08","dmtH@@RYe~[hBBh@@","c1(O)c(C)ccc(C(C)C)c1","427"
"-0.396","1","133.197","1","1","0","29.1","-1.77","gOyDLpDHHRY\ujf@@","C1SC(=S)NC1(=O)","428"
"-2.7310000000000003","1","302.23800000000006","5","3","1","131.35999999999999","-3.083","ffcAp@@DEhNZyEEEMDihcDlVBMyIViBb@HHh@@@","Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ","429"
"-5.112","1","490.6390000000001","0","6","0","17.07","-5.2589999999999995","fjsAAPB`bDQEH`TQjHmDNb@qDXcLQdTfdTfbtVaKI\Upro^SUUUUUUMU@@@","ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl","430"
"-3.862","1","296.5520000000001","0","0","4","6.48","-4.86","f`~P@`LZ@DHBBAB`cHheDdiXduUTuT@@","CCN(CC)C(=S)SSC(=S)N(CC)CC","431"
"-2.477","2","84.162","0","1","0","0.0","-3.1","gFp@DiTvjh@","C1CCCCC1","432"
"-7.848","1","474.64","0","2","1","0.0","-7.278","fbu@AP@QAHadPJHeDZbGQ@XaLQfHrJJJ[PrZJ[TyzMLuUULuP@@","ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl","433"
"-3.1639999999999997","1","196.68099999999998","0","1","2","15.6","-2.86","dkm@`ATHaIe[ujZ@Bfh@@","CN(C)C=Nc1ccc(Cl)cc1C","434"
"-3.927","1","266.34","1","4","0","37.3","-5.24","fb}@`@@YrJJQIFYJYKDyIUgQRuUT@@AT@@@","CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O","435"
"-2.105","1","130.23100000000002","1","0","6","20.23","-2.39","diDH@@RUUZjj@@","CCCCCCCCO","436"
"-1.598","1","90.191","0","0","2","0.0","-1.34","gJPH@DIRuP@","CCSCC","437"
"-1.374","1","98.96000000000001","0","0","1","0.0","-1.06","gC`DADZHRVh@","ClCCCl","438"
"-2.278","1","106.59599999999999","0","0","1","0.0","-2.51","gGPHADIMMU@@","CCC(C)(C)Cl","439"
"-1.7380000000000002","1","143.411","0","0","1","0.0","-1.32","gC`DAbZHRVh@","ClCCBr","440"
"-1.936","1","138.126","1","1","1","69.16","-2.37","deUDAHdDbTyInU~Eh@H@@","Nc1ccc(cc1)N(=O)=O","441"
"1.071","1","342.297","8","2","4","189.52999999999997","-0.244","fncAh@@XDkSoQsUnRJJIQISFJF[TeDmUUUUUUUP@@","OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O","442"
"-3.125","1","268.32","0","3","2","49.330000000000005","-2.86","fbmI@@DZLxFQQQQQJIKKDQkA|ej`BH@b`@@","CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ","443"
"-2.975","1","112.55899999999997","0","1","0","0.0","-2.38","gOpHADILkW@@@@","Clc1ccccc1","444"
"-3.427","1","126.243","0","0","6","0.0","-5.05","diD@@DkUUjj`@","CCCCCCCC=C","445"
"-4.754","1","282.90599999999995","0","1","0","0.0","-4.56","daD@P@kNqDfUzZ@B@@","Brc1ccc(I)cc1","446"
"-1.308","1","102.17699999999998","1","0","2","20.23","-0.36","gNq@@dtmUP@","CCC(C)(O)CC","447"
"-3.8989999999999996","1","148.249","0","1","4","0.0","-4.64","dmt@@DjU_ZxHHj@@","CCCCCc1ccccc1","448"
"0.652","1","158.117","4","1","1","113.32","-1.6","dmtl@DseAiRYUvJfjZZbb@@","NC(=O)NC1NC(=O)NC1=O ","449"
"-5.052","1","372.80800000000016","3","3","6","91.67999999999999","-4.571000000000001","fegPR@FZSglpQFQQISIKJJIQGJZgIJbV@@@hHFJj@`t`@","OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23","450"
"-6.007999999999999","1","320.04600000000005","0","2","3","0.0","-7.2","fdy@@`@QAhbtQFHrJIKJJJIGTYxL@EPTA@@@","ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2","451"
"-4.449","1","330.4680000000001","0","4","1","43.370000000000005","-5.184","fa{A`@@E[dTRTtRaRfbQThqVg^ceijjjjjijh@@","CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ","452"
"-4.063","1","162.61899999999997","0","2","0","0.0","-3.93","dmL@`@bLbbbTQ[iV@@@@@@","Clc1cccc2ccccc12","453"
"-4.007","1","252.31699999999995","0","3","1","23.55","-4.749","fluQ@@DJ@dsLwJkxeFBzKU@D@PT@@@","CCN2c1ccccc1N(C)C(=O)c3ccccc23 ","454"
"-1.324","1","102.17699999999998","1","0","3","20.23","-0.89","gNq@@dsmUTe@@","CCCCC(C)O","455"
"-3.16","1","112.21600000000001","0","1","2","0.0","-4.74","daD@@LdbRIUUUP@@","CCCC1CCCC1","456"
"-3.359","1","244.294","0","2","4","44.12","-4.735","fdyP`@JJ@cHheDhcMLdIPXmTuU@@dIT@@","CCOC(=O)c1cncn1C(C)c2ccccc2","457"
"-3.352","1","163.00300000000001","1","1","0","20.23","-1.25","didHPABHJHRYgVzB@`@@","Oc1ccc(Cl)c(Cl)c1","458"
"-6.775","1","416.30400000000014","0","3","6","59.32000000000001","-8.017000000000001","fcoaa@OJtTDPbHrJYQQFYQJYJ[QITYfj}tuUMU`DP@P@@@","CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2","459"
"-2.214","2","119.12299999999998","0","2","0","26.03","-1.16","diVH@JAJYWrnF`PH@@","c2ccc1ocnc1c2","460"
"-1.042","1","88.14999999999999","1","0","3","20.23","-0.6","gGQ@@djuT@@","CCCCCO","461"
"-3.16","1","149.237","0","1","3","3.24","-3.03","dmv@@@rRJIIFUjB`@@@","CCN(CC)c1ccccc1","462"
"-2.636","1","114.094","0","1","0","0.0","-2.0","daD@P@dFdDfUjz@H@@","Fc1cccc(F)c1","463"
"-0.522","1","89.525","0","0","1","23.79","-0.29","gJXHBHaIVk@@","ClCCC#N ","464"
"-3.867","1","148.249","0","1","1","0.0","-4.15","dmt@@DjU^jxHHj@@","CC(C)(C)Cc1ccccc1","465"
"-2.272","1","232.239","2","2","2","75.27000000000001","-2.322","fhiQ`@DX@pRSJswJ}N^BuSMA@P@@","O=C1NC(=O)NC(=O)C1(CC)c1ccccc1","466"
"-4.3839999999999995","1","238.45499999999998","0","1","0","0.0","-3.54","daD@P@kBbDfYvzB@@@","Clc1ccccc1I","467"
"-2.21","2","119.127","1","2","0","41.57","-0.78","diW@@@aDiUWBxVh@@@@","c2ccc1[nH]nnc1c2","468"
"-3.05","1","221.25599999999994","1","2","1","47.56","-2.8","f`qa`@L@PIIe[e[eFuYj``bh`@@","CNC(=O)Oc1cccc2CC(C)(C)Oc12","469"
"-2.589","1","122.16699999999999","1","1","0","20.23","-1.29","didH@@RYfVF@b@@@","Cc1cccc(C)c1O","470"
"-0.9540000000000001","1","88.14999999999999","1","0","1","20.23","-0.18","gGQ@@dsUUIP@","CC(C)C(C)O","471"
"-3.033","1","184.238","1","2","2","20.23","-2.55","dg|H@@RYfUWd}nh@@@@@@","c1ccccc1C(O)c2ccccc2","472"
"-3.3160000000000003","1","186.295","0","0","8","26.3","-4.69","dkLD@@QIeuUVjjj`@","CCCCCCCCCC(=O)OC","473"
"-4.188","1","297.656","0","1","5","70.83000000000001","-4.31","fhqaSBIDtZs`QGOAPQJW\dsJkWZpTDDSST@@@","COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O","474"
"-2.2880000000000003","1","137.01999999999998","0","0","1","0.0","-2.43","gJPHAbIKUP@","CC(C)CBr","475"
"-2.066","1","155.966","0","0","0","0.0","-1.6","eMBBlRZ@","CCI","476"
"-2.34","1","238.29099999999997","0","1","2","58.56000000000001","-1.95","fhqH`@L\MXBLbbTTJbbLTYjh@bj@@@","CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C","477"
"-3.012","1","165.074","0","0","4","0.0","-3.81","gNpHAbIJkUT@@","CCCCCCBr","478"
"-2.6","1","86.178","0","0","2","0.0","-3.74","gGP@LdbMU@@","CCCC(C)C","479"
"-6.3389999999999995","1","418.7360000000001","0","2","4","26.3","-7.321000000000001","fmg@`PKNADTdFRGICLaVP{HSdLbbTbebLrTTTtvEIhyjjjfhHbJ`@@","Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F","480"
"-3.431","1","283.7989999999999","0","1","6","29.54","-2.73","fly`b@BX|BHrISQQQQQYFpZZ`hbbbCJ@@","CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ","481"
"-1.8430000000000002","1","156.09699999999998","1","1","2","88.87","-2.19","dmuBAHdDIXeNR[e][fijY@@","ON=Cc1ccc(o1)N(=O)=O ","482"
"-8.057","1","502.9200000000002","1","3","8","71.35","-8.003","elZTLB@BFo@m`H`rPldGICHhhddiiEEFXeLeMhdfAEchTXHHjjZjl@b@@@@@","CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2","483"
"-0.674","1","84.082","2","1","0","67.59","0.522","gFr@ACTi[FZd@","Nc1nc[nH]n1","484"
"-2.904","1","252.731","0","0","0","0.0","-1.91","gC`LAbKDvHduP@","BrC(Br)Br","485"
"-1.8659999999999999","1","257.437","1","0","3","55.760000000000005","-0.22","dctBHFxYBHRHrHkprJPqREUUMUAT@@","COP(=O)(OC)C(O)C(Cl)(Cl)Cl","486"
"-5.024","1","367.8160000000001","0","2","7","53.6","-5.233","fjm`P`ILUxHH`pQ[p\DILkZnmZmNBe@DTuMUQ@@@","CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12","487"
"-1.699","1","108.13999999999997","1","1","1","20.23","-0.4","daDH@@RVU[j@@@@","OCc1ccccc1","488"
"-5.194","1","292.33400000000006","1","4","1","50.44","-2.84","ffsA`@@HedTRbbTRtRtQirtPyKUjXJ`BBBH`r`@","O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ","489"
"-3.1319999999999997","1","173.00900000000001","1","1","0","20.23","-1.09","daDH`NCDRYWih@H@@","Oc1ccc(Br)cc1","490"
"-1.949","1","122.993","0","0","0","0.0","-1.59","gC`HAbIMT@@","CC(C)Br","491"
"-3.2760000000000002","1","114.23199999999999","0","0","1","0.0","-4.74","dax@@LddUeUT@@","CC(C)CC(C)(C)C","492"
"-2.324","1","213.10499999999996","0","1","3","129.42000000000002","-2.89","doFAhEPSSmxeNFUd~_dfyVV{iZ@HfX@@","O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O","493"
"-3.557","1","295.29800000000006","0","3","2","75.81","-3.7960000000000003","ffcq`BHJLAAXRcdfyVyV[WyJp\uZ@HZ`hDH@@","CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O","494"
"-1.5530000000000002","1","44.096999999999994","0","0","0","0.0","-1.94","eM@Hz@","CCC","495"
"-1.8090000000000002","1","209.25299999999996","2","2","1","95.10999999999999","-1.989","foAi@BHDhrP@]B\bbbbjbRxJshB`jjH@@","Nc1cc(nc(N)n1=O)N2CCCCC2 ","496"
"-3.542","1","194.23700000000002","1","3","0","38.91","-4.22","foQP@@@FrQQQQIJF`iVtx@@@H@@@@","Nc2cccc3nc1ccccc1cc23 ","497"
"-6.007000000000001","2","252.31599999999997","0","5","0","0.0","-8.49","fbc@@@DjYU_eUfByKQ`icd@@B`@@@@@@","c1ccc2cc3c4cccc5cccc(c3cc2c1)c45","498"
"-6.268","1","370.49","1","2","2","20.23","-5.666","fbuAB`A@bKQChctQfHrJIKJSQRIWTYEL@ETEPD@@@","OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl","499"
"-3.792","2","154.21199999999996","0","3","0","0.0","-4.63","dc\@@DjYVYayYt@@H``@","C1Cc2cccc3cccc1c23","500"
"-5.026","1","393.85400000000016","0","2","8","55.84","-6.34","fnc`P`BRUjpHc@QSpDDIKKMLv~jf]UmUTtsTE@DDT@@","CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O","501"
"-4.298","1","235.90599999999998","0","1","0","0.0","-4.07","daD@P@qNqDfUzZ@B@@","Brc1ccc(Br)cc1","502"
"-3.6010000000000004","1","261.064","0","2","1","57.14","-2.82","f`qQa@AVdYpH`dPdsN|l{NZmA@USLP@@","Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O","503"
"-3.701","1","170.211","1","2","1","20.23","-3.48","dk\H@@RYWYVftx@H@@@@","Oc1ccc(cc1)c2ccccc2","504"
